avx256,32,0.0,12.815000000000001
avx256,64,0.0,11.529
avx256,96,0.0,9.803999999999998
avx256,128,0.3,8.451
avx256,160,1.0,8.436
avx256,192,2.0,8.203
avx256,224,3.0,8.102
avx256,256,6.0,5.497999999999999
avx256,288,6.0,7.976999999999999
avx256,320,8.0,7.886
avx256,352,11.0,7.889
avx256,384,17.2,6.561
avx256,416,18.0,7.8180000000000005
avx256,448,23.5,7.638
avx256,480,29.0,7.704000000000001
avx256,512,59.8,4.693
avx256,544,42.8,7.537000000000001
avx256,576,53.5,7.166999999999999
avx256,608,60.5,7.425999999999999
avx256,640,90.4,5.798
avx256,672,83.3,7.281999999999999
avx256,704,108.0,6.452
avx256,736,112.4,7.095000000000001
avx256,768,193.7,4.731
avx256,800,151.1,6.773999999999999
avx256,832,239.8,4.81
avx256,864,197.1,6.545
avx256,896,384.2,3.746
avx256,928,262.5,6.104000000000001
avx256,960,455.3,3.8880000000000003
avx256,992,329.3,5.931
avx256,1024,1136.1,2.0
avx256,1056,443.4,5.321
avx256,1088,695.3,3.7020000000000004
avx256,1120,591.8,4.756
avx256,1152,876.9,3.489
avx256,1184,726.5,4.57
avx256,1216,1003.9,3.582
avx256,1248,902.4,4.308999999999999
avx256,1280,1291.4,3.249
avx256,1312,1108.2,4.078
avx256,1344,1411.0,3.442
avx256,1376,2053.2,2.5440000000000005
avx256,1408,1706.4,3.271
avx256,1440,1602.3,3.7279999999999993
avx256,1472,1986.4,3.2119999999999997
avx256,1504,1943.2,3.5029999999999992
avx256,1536,6901.4,1.0530000000000002
avx256,1568,2701.9,2.854
avx256,1600,2826.3,2.8979999999999992
avx256,1632,3186.5,2.7280000000000006
avx256,1664,3792.8,2.4330000000000003
avx256,1696,3992.0,2.4450000000000003
avx256,1728,4466.7,2.3109999999999995
avx256,1760,4715.9,2.3109999999999995
avx256,1792,9696.3,1.193
avx256,1824,5797.8,2.093
avx256,1856,6063.1,2.108
avx256,1888,6389.7,2.107
avx256,1920,7500.7,1.893
avx256,1952,7389.2,2.012
avx256,1984,8105.9,1.9270000000000003
avx256,2016,8671.4,1.891
avx256,2048,35630.0,0.484
transpose_unroll,32,0.0,2.5780000000000003
transpose_unroll,64,0.0,2.4139999999999997
transpose_unroll,96,1.0,2.285
transpose_unroll,128,2.0,2.167
transpose_unroll,160,4.0,2.106
transpose_unroll,192,7.0,2.052
transpose_unroll,224,11.0,2.025
transpose_unroll,256,17.0,1.9899999999999998
transpose_unroll,288,24.0,1.9889999999999997
transpose_unroll,320,33.0,1.9780000000000002
transpose_unroll,352,44.0,1.97
transpose_unroll,384,58.0,1.9499999999999997
transpose_unroll,416,74.0,1.9509999999999998
transpose_unroll,448,93.0,1.94
transpose_unroll,480,114.0,1.94
transpose_unroll,512,146.1,1.8400000000000003
transpose_unroll,544,167.8,1.918
transpose_unroll,576,200.2,1.908
transpose_unroll,608,236.3,1.9009999999999998
transpose_unroll,640,278.8,1.8799999999999997
transpose_unroll,672,323.0,1.8800000000000001
transpose_unroll,704,374.6,1.864
transpose_unroll,736,429.9,1.855
transpose_unroll,768,506.0,1.791
transpose_unroll,800,569.1,1.8000000000000003
transpose_unroll,832,651.7,1.77
transpose_unroll,864,731.5,1.764
transpose_unroll,896,839.3,1.7120000000000004
transpose_unroll,928,927.4,1.723
transpose_unroll,960,1048.2,1.688
transpose_unroll,992,1154.1,1.6909999999999996
transpose_unroll,1024,1305.6,1.6440000000000001
transpose_unroll,1056,1406.2,1.674
transpose_unroll,1088,1555.8,1.657
transpose_unroll,1120,1690.6,1.661
transpose_unroll,1152,1860.2,1.643
transpose_unroll,1184,2012.0,1.6490000000000002
transpose_unroll,1216,2196.5,1.638
transpose_unroll,1248,2364.7,1.6450000000000002
transpose_unroll,1280,2558.7,1.641
transpose_unroll,1312,2757.1,1.639
transpose_unroll,1344,2973.6,1.6309999999999996
transpose_unroll,1376,3177.0,1.641
transpose_unroll,1408,3425.9,1.6299999999999994
transpose_unroll,1440,3647.9,1.639
transpose_unroll,1472,3891.9,1.6400000000000001
transpose_unroll,1504,4133.4,1.6440000000000001
transpose_unroll,1536,4414.9,1.6400000000000001
transpose_unroll,1568,4705.8,1.639
transpose_unroll,1600,5001.3,1.636
transpose_unroll,1632,5343.5,1.6280000000000001
transpose_unroll,1664,5630.1,1.6380000000000003
transpose_unroll,1696,5963.8,1.636
transpose_unroll,1728,6303.1,1.6380000000000003
transpose_unroll,1760,6653.4,1.639
transpose_unroll,1792,7019.7,1.6400000000000001
transpose_unroll,1824,7413.3,1.637
transpose_unroll,1856,7809.5,1.6380000000000003
transpose_unroll,1888,8218.1,1.639
transpose_unroll,1920,8641.6,1.639
transpose_unroll,1952,9080.8,1.6400000000000001
transpose_unroll,1984,9535.5,1.639
transpose_unroll,2016,9994.2,1.639
transpose_unroll,2048,10458.2,1.641
simd_manual_blocking,32,0.0,4.276
simd_manual_blocking,64,0.0,5.775999999999999
simd_manual_blocking,96,0.0,5.910000000000001
simd_manual_blocking,128,1.0,5.444
simd_manual_blocking,160,1.0,6.208
simd_manual_blocking,192,2.0,6.19
simd_manual_blocking,224,4.0,6.282000000000001
simd_manual_blocking,256,6.7,5.1419999999999995
simd_manual_blocking,288,8.0,6.293999999999999
simd_manual_blocking,320,11.0,6.108
simd_manual_blocking,352,14.0,6.283999999999999
simd_manual_blocking,384,20.0,5.7010000000000005
simd_manual_blocking,416,23.0,6.248
simd_manual_blocking,448,30.0,6.013999999999999
simd_manual_blocking,480,36.0,6.205000000000001
simd_manual_blocking,512,60.1,4.486
simd_manual_blocking,544,53.9,5.995
simd_manual_blocking,576,66.0,5.79
simd_manual_blocking,608,77.1,5.833
simd_manual_blocking,640,96.5,5.436
simd_manual_blocking,672,104.9,5.784
simd_manual_blocking,704,120.0,5.816000000000001
simd_manual_blocking,736,140.2,5.679
simd_manual_blocking,768,180.4,5.020999999999999
simd_manual_blocking,800,180.3,5.679
simd_manual_blocking,832,202.3,5.693
simd_manual_blocking,864,229.1,5.631
simd_manual_blocking,896,268.5,5.359
simd_manual_blocking,928,286.6,5.578
simd_manual_blocking,960,305.3,5.798
simd_manual_blocking,992,340.8,5.729000000000001
simd_manual_blocking,1024,505.7,4.247
simd_manual_blocking,1056,412.4,5.71
simd_manual_blocking,1088,445.6,5.782
simd_manual_blocking,1120,504.8,5.566000000000001
simd_manual_blocking,1152,574.6,5.321
simd_manual_blocking,1184,608.3,5.457000000000001
simd_manual_blocking,1216,632.4,5.684
simd_manual_blocking,1248,693.7,5.604000000000001
simd_manual_blocking,1280,833.3,5.031999999999999
simd_manual_blocking,1312,818.2,5.519999999999999
simd_manual_blocking,1344,870.5,5.58
simd_manual_blocking,1376,970.2,5.369999999999999
simd_manual_blocking,1408,1018.8,5.482000000000001
simd_manual_blocking,1440,1073.5,5.561999999999999
simd_manual_blocking,1472,1122.3,5.683000000000001
simd_manual_blocking,1504,1230.8,5.5280000000000005
simd_manual_blocking,1536,1653.3,4.385
simd_manual_blocking,1568,1397.4,5.517999999999999
simd_manual_blocking,1600,1456.9,5.623
simd_manual_blocking,1632,1640.8,5.298
simd_manual_blocking,1664,1738.4,5.300000000000001
simd_manual_blocking,1696,1756.9,5.554
simd_manual_blocking,1728,1827.3,5.647
simd_manual_blocking,1760,1970.8,5.534
simd_manual_blocking,1792,2332.9,4.933999999999999
simd_manual_blocking,1824,2244.1,5.406999999999999
simd_manual_blocking,1856,2244.8,5.695000000000001
simd_manual_blocking,1888,2469.7,5.450000000000001
simd_manual_blocking,1920,2578.1,5.492
simd_manual_blocking,1952,2716.7,5.475
simd_manual_blocking,1984,2717.7,5.747999999999999
simd_manual_blocking,2016,3028.8,5.409999999999999
simd_manual_blocking,2048,4424.3,3.8840000000000003
simple,32,0.0,2.7670000000000003
simple,64,0.0,2.324
simple,96,1.0,2.1209999999999996
simple,128,2.0,2.0420000000000003
simple,160,4.0,2.024
simple,192,7.1,1.972
simple,224,11.0,1.9810000000000003
simple,256,24.5,1.3719999999999999
simple,288,24.1,1.9580000000000006
simple,320,34.0,1.938
simple,352,45.0,1.9459999999999997
simple,384,69.9,1.6199999999999997
simple,416,74.9,1.9300000000000002
simple,448,94.9,1.8900000000000001
simple,480,115.8,1.911
simple,512,247.5,1.1460000000000001
simple,544,171.0,1.8850000000000002
simple,576,212.9,1.797
simple,608,239.5,1.8760000000000001
simple,640,361.9,1.4499999999999997
simple,672,329.1,1.8449999999999995
simple,704,432.1,1.6130000000000002
simple,736,443.7,1.7959999999999998
simple,768,748.6,1.2269999999999999
simple,800,599.9,1.707
simple,832,922.3,1.25
simple,864,789.4,1.6329999999999998
simple,896,1467.6,0.9800000000000001
simple,928,1050.1,1.523
simple,960,1760.3,1.0070000000000001
simple,992,1319.9,1.4800000000000002
simple,1024,4535.1,0.505
simple,1056,1723.4,1.3679999999999999
